subject,sender,content,urls,label
Congratulations! You have won a $1000 gift card,service@account-services.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: https://rb.gy/8iogxp Provide your details to receive your cash reward immediately.,https://rb.gy/8iogxp,1
Update your direct deposit,dhl.support286@gmail.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://dhl-secure.3cd5g.tk/verify?id=heyr8lnoem,http://dhl-secure.3cd5g.tk/verify?id=heyr8lnoem,1
You have 11 unread notifications,notifications@calendly.com,Here is your weekly Calendly digest. Open the app to catch up: https://www.calendly.com/settings,https://www.calendly.com/settings,0
Your Apple account,service@apple-center.top,Please review your recent activity here: http://216.116.159.14/apple/secure-login.php,http://216.116.159.14/apple/secure-login.php,1
Action Required: Confirm your payment information,no-reply.team@service-login.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://8.204.195.57/dhl/secure-login.php Failure to act will result in account termination!!!,http://8.204.195.57/dhl/secure-login.php,1
Confirm your Instagram identity,instagram.security563@gmail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://billing-alert.support/secure Thank you for your cooperation.",http://billing-alert.support/secure,1
Verify your wallet,account39@m1cr0s0ft-secure.zip,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: https://bit.ly/p91i3v,https://bit.ly/p91i3v,1
Document shared with you,it@tvg9k-portal.click,A document has been shared with you. Open it here: https://is.gd/9yd827,https://is.gd/9yd827,1
Update your direct deposit,admin@rujoq-portal.work,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://apple-secure.1o0z5.zip/verify?id=8la100qxmc,http://apple-secure.1o0z5.zip/verify?id=8la100qxmc,1
Quick update on the deploy,casey.neha44@brightlabs.co,"Deploy went out cleanly, all checks green. Dashboard: https://docs.brightlabs.co/4261bw",https://docs.brightlabs.co/4261bw,1
You have 11 unread notifications,support56@stripe.com,Here is your weekly Stripe digest. Open the app to catch up: https://www.stripe.com/settings,https://www.stripe.com/settings,0
URGENT: Your LinkedIn account has been suspended,alert81@11nked1n-billing.work,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://linkedin-secure.ixzar.top/verify?id=vsqame4yri Enter your password and billing details to restore access.",http://linkedin-secure.ixzar.top/verify?id=vsqame4yri,1
Action Required: Confirm your payment information,service@account-services.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://145.3.157.167/netflix/secure-login.php Failure to act will result in account termination!!!,http://145.3.157.167/netflix/secure-login.php,1
New sign-in to your Zoom account,no-reply@zoom.us,"Hi Sara, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.zoom.us/inbox",https://www.zoom.us/inbox,0
Taylor shared a file with you,receipts-xivz@uber.com,You've been invited to view a document. Open it whenever you like: https://www.uber.com/app,https://www.uber.com/app,0
Congratulations! You have won a $1000 gift card,payroll@rervt-portal.xyz,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://paypa1-verify.top/n4ptgq/9cvah7/8okz1p?token=oxtfdc79flv1xxlp8ii7 Provide your details to receive your cash reward immediately.,http://paypa1-verify.top/n4ptgq/9cvah7/8okz1p?token=oxtfdc79flv1xxlp8ii7,1
Your Dropbox package is on hold,security91@dr0pb0x-verify.work,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://128.244.89.134/dropbox/secure-login.php,http://128.244.89.134/dropbox/secure-login.php,1
Congratulations! You have won a $1000 gift card,instagram.support790@gmail.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://instagram.account-mpsj.com@9wrsb4gf.support/login Provide your details to receive your cash reward immediately.,http://instagram.account-mpsj.com@9wrsb4gf.support/login,1
URGENT: Your Dropbox account has been suspended,security32@dr0pb0x-secure.zip,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://tinyurl.com/g8b2zx Enter your password and billing details to restore access.",https://tinyurl.com/g8b2zx,1
New sign-in to your Slack account,team@slack.com,"Hi Arjun, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.slack.com/account",https://www.slack.com/account,0
Update your direct deposit,team.login@netflix-desk.support,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://is.gd/in8910,https://is.gd/in8910,1
Your Airbnb invoice is ready,automated-458a@airbnb.com,"Hi Sara, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.airbnb.com/inbox",https://www.airbnb.com/inbox,0
Lunch next week?,sam.jamie30@acmecorp.com,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Quick update on the deploy,arjun.sam@novatech.io,"Deploy went out cleanly, all checks green. Dashboard: https://docs.novatech.io/cxek47",https://docs.novatech.io/cxek47,0
Jamie shared a file with you,hello-7e1d@figma.com,You've been invited to view a document. Open it whenever you like: https://www.figma.com/account,https://www.figma.com/account,0
Confirm your FedEx identity,support@fedex-care.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://176.78.212.181/fedex/secure-login.php Thank you for your cooperation.",http://176.78.212.181/fedex/secure-login.php,1
New sign-in to your Atlassian account,jira-msyj@atlassian.com,"Hi Alex, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.atlassian.com/settings",https://www.atlassian.com/settings,0
Verify your wallet,account52@c01nbase-billing.work,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://coinbase-secure.xuj3a.xyz/verify?id=hx3d43e7b7,http://coinbase-secure.xuj3a.xyz/verify?id=hx3d43e7b7,1
Confirm your DHL identity,service@account-services.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/5bwiko Thank you for your cooperation.",https://rb.gy/5bwiko,1
Sign-in confirmation,help@account-services.com,Confirm your recent sign-in to continue: http://dhl-secure.2292m.click/verify?id=2muljavb3k,http://dhl-secure.2292m.click/verify?id=2muljavb3k,1
Your monthly Apple statement is ready,no-reply-it20@apple.com,"Hello Ben, your statement is now available. No action is needed. Review it here when convenient: https://www.apple.com/support/cases",https://www.apple.com/support/cases,0
Confirm your Dropbox identity,bz8uug@dr0pb0x95r.tk,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://10.24.15.60/dropbox/secure-login.php Thank you for your cooperation.",http://10.24.15.60/dropbox/secure-login.php,1
Action Required: Confirm your payment information,service@mail-secure.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://wellsfargo-secure.74lav.top/verify?id=1448n7odke Failure to act will result in account termination!!!,http://wellsfargo-secure.74lav.top/verify?id=1448n7odke,1
Lunch next week?,jordan.leo72@bluepeak.net,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Sara shared a file with you,hello@figma.com,You've been invited to view a document. Open it whenever you like: https://www.figma.com/app,https://www.figma.com/app,0
Your monthly Microsoft statement is ready,no-reply@microsoft.com,"Hello Jordan, your statement is now available. No action is needed. Review it here when convenient: https://www.microsoft.com/help",https://www.microsoft.com/help,0
Your LinkedIn order #319869 has shipped,orders@linkedin.com,"Hi Morgan, your order #319869 is on its way and will arrive in 2-3 days. Track it from your account: https://www.linkedin.com/account",https://www.linkedin.com/account,0
URGENT: Your FedEx account has been suspended,5rntdr@fedex5xy.top,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://secure-center.xyz/secure Enter your password and billing details to restore access.",http://secure-center.xyz/secure,1
Action Required: Confirm your payment information,support@dhl-care.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://is.gd/6zpxvp Failure to act will result in account termination!!!,https://is.gd/6zpxvp,1
Action Required: Confirm your payment information,txkdot@dr0pb0xrba.xyz,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://is.gd/rdhw9r Failure to act will result in account termination!!!,https://is.gd/rdhw9r,1
You have 7 unread notifications,info@grammarly.com,Here is your weekly Grammarly digest. Open the app to catch up: https://www.grammarly.com/settings,https://www.grammarly.com/settings,0
